0.58009901	5.3540441
0.635016502	5.246783374
0.698514851	5.189266753
0.734554455	5.36337112
0.729405941	5.235901851
0.76029703	5.585665088
0.73970297	5.469077343
0.811782178	5.713445258
0.863267327	5.81884058
0.899306931	5.944755345
0.936817539	6.07533362
0.966237624	6.196584876
1.002849285	6.370689243
1.021155116	6.439087387
1.057439887	6.284525347
1.084653465	6.142954513
1.098382838	6.020926006
1.125841584	5.915219783
1.187623762	5.932319319
1.244257426	6.056679581
1.300891089	6.146840771
1.362673267	6.129741235
1.419306931	6.039890946
1.478514851	5.978565791
1.537722772	6.128186732
1.59950495	6.153058784
1.650990099	6.073001865
1.676732673	5.960300378
1.707623762	5.821638686
1.723069307	5.695257569
1.748811881	5.564679294
1.773524752	5.392595781
1.795148515	5.26854642
1.820891089	5.153513177
1.864653465	5.029541541
1.929009901	4.928110202
1.990792079	4.831730999
2.052574257	4.767996365
2.114356436	4.752451332
2.176138614	4.763332855
2.237920792	4.827067489
2.29970297	4.911010666
2.361485149	4.973190797
2.423267327	4.918783183
2.454893918	4.798864358
2.49019802	4.679389678
2.521089109	4.567465442
2.547861386	4.450566796
2.585445545	4.309029272
2.618910891	4.199048166
2.680693069	4.101114459
2.742475248	4.017171282
2.804257426	3.948773138
2.860891089	3.853637538
2.912376238	3.752905725
2.969009901	3.647199503
3.030792079	3.54615679
3.092574257	3.473095136
3.154356436	3.43734156
3.216138614	3.418687521
3.277920792	3.390706462
3.33970297	3.367388913
3.401485149	3.350289377
3.463267327	3.311426795
3.522475248	3.246914909
3.569326733	3.170899699
3.622871287	3.077629502
3.67950495	2.969436074
3.741287129	2.885492897
3.803069307	2.840412302
3.864851485	2.803104223
3.926633663	2.742478596
3.988415842	2.672525948
4.05019802	2.608791314
4.101683168	2.566042474
