0.59039604	0.085832496
0.652178218	0.093605013
0.713960396	0.112259052
0.775742574	0.112259052
0.837524752	0.199311235
0.899306931	0.216410772
0.961824611	0.281921981
0.995412541	0.449586263
1.012574257	0.572392022
1.025960396	0.688047066
1.033168317	0.817226288
1.048613861	0.985112642
1.074356436	1.156885254
1.136138614	1.114913665
1.197920792	1.0838236
1.260438472	1.174651005
1.295742574	1.292127039
1.321485149	1.395501507
1.347227723	1.505093988
1.378118812	1.630076051
1.434752475	1.725833453
1.484031117	1.806223479
1.51609901	1.977041182
1.544342291	2.094028658
1.582588402	2.220609639
1.60980198	2.346857512
1.633485149	2.460180801
1.656138614	2.605682307
1.687029703	2.739369589
1.719391796	2.857511838
1.774554455	2.938346009
1.836336634	2.841966805
1.898118812	2.747142106
1.95990099	2.692734491
2.021683168	2.61656383
2.083465347	2.534175157
2.145247525	2.487540058
2.207029703	2.476658535
2.268811881	2.517075621
2.32750495	2.628067155
2.366633663	2.734706079
2.392376238	2.850516573
2.418118812	2.967881571
2.449009901	3.082914813
2.485049505	3.204166069
2.546831683	3.275673219
2.608613861	3.280336729
2.67039604	3.233701631
2.732178218	3.204166069
2.793960396	3.216602095
2.855742574	3.236810638
2.917524752	3.25701918
2.979306931	3.233701631
3.041089109	3.196393552
3.102871287	3.143540441
3.164653465	3.110895872
3.226435644	3.098459846
3.288217822	3.09068733
3.35	3.104677859
3.411782178	3.134213421
3.473564356	3.196393552
3.535346535	3.249246664
3.597128713	3.298990769
3.658910891	3.291218252
3.720693069	3.247692161
3.782475248	3.213493088
3.844257426	3.202611566
3.906039604	3.202611566
3.967821782	3.188621036
4.02960396	3.159085474
4.091386139	3.126440905
