0.400	2.300
0.401	2.230
0.402	2.263
0.403	2.427
0.404	2.168
0.405	2.264
0.406	2.369
0.407	2.277
0.408	2.393
0.409	2.314
0.410	2.370
0.411	2.362
0.412	2.439
0.413	2.391
0.414	2.318
0.415	2.374
0.416	2.365
0.417	2.313
0.418	2.455
0.419	2.349
0.420	2.393
0.421	2.296
0.422	2.288
0.423	2.277
0.424	2.237
0.425	2.291
0.426	2.201
0.427	2.233
0.428	2.095
0.429	2.065
0.430	2.119
0.431	1.829
0.432	1.910
0.433	1.731
0.434	1.727
0.435	1.706
0.436	1.618
0.437	1.793
0.438	1.775
0.439	1.560
0.440	1.498
0.441	1.537
0.442	1.486
0.443	1.548
0.444	1.389
0.445	1.399
0.446	1.241
0.447	1.420
0.448	1.320
0.449	1.355
0.450	1.321
0.451	1.265
0.452	1.299
0.453	1.258
0.454	1.261
0.455	1.093
0.456	1.170
0.457	1.129
0.458	1.129
0.459	1.225
0.460	1.218
0.461	1.014
0.462	1.106
0.463	1.194
0.464	1.177
0.465	1.047
0.466	0.958
0.467	0.928
0.468	1.056
0.469	0.947
0.470	0.902
0.471	0.979
0.472	0.988
0.473	0.938
0.474	1.015
0.475	0.819
0.476	0.903
0.477	0.869
0.478	0.884
0.479	0.962
0.480	0.834
0.481	0.950
0.482	0.828
0.483	0.832
0.484	0.774
0.485	0.864
0.486	0.830
0.487	0.873
0.488	0.876
0.489	0.882
0.490	0.911
0.491	0.768
0.492	0.833
0.493	0.865
0.494	0.823
0.495	0.880
0.496	0.893
0.497	0.882
0.498	0.846
0.499	0.864
0.500	0.897
0.501	0.895
0.502	0.858
0.503	0.834
0.504	0.804
0.505	0.866
0.506	0.894
0.507	0.795
0.508	0.773
0.509	0.793
0.510	0.769
0.511	0.747
0.512	0.786
0.513	0.745
0.514	0.798
0.515	0.737
0.516	0.750
0.517	0.750
0.518	0.721
0.519	0.713
0.520	0.708
0.521	0.727
0.522	0.711
0.523	0.652
0.524	0.709
0.525	0.666
0.526	0.652
0.527	0.649
0.528	0.599
0.529	0.647
0.530	0.639
0.531	0.639
0.532	0.629
0.533	0.597
0.534	0.600
0.535	0.594
0.536	0.574
0.537	0.566
0.538	0.542
0.539	0.564
0.540	0.541
0.541	0.551
0.542	0.582
0.543	0.555
0.544	0.603
0.545	0.556
0.546	0.585
0.547	0.578
0.548	0.584
0.549	0.530
0.550	0.517
0.551	0.517
0.552	0.588
0.553	0.566
0.554	0.580
0.555	0.540
0.556	0.582
0.557	0.576
0.558	0.576
0.559	0.515
0.560	0.604
0.561	0.564
0.562	0.610
0.563	0.562
0.564	0.552
0.565	0.592
0.566	0.515
0.567	0.566
0.568	0.615
0.569	0.573
0.570	0.646
0.571	0.614
0.572	0.597
0.573	0.618
0.574	0.631
0.575	0.684
0.576	0.663
0.577	0.689
0.578	0.701
0.579	0.718
0.580	0.701
0.581	0.756
0.582	0.767
0.583	0.773
0.584	0.811
0.585	0.821
0.586	0.811
0.587	0.800
0.588	0.863
0.589	0.892
0.590	0.940
0.591	0.949
0.592	0.957
0.593	0.964
0.594	1.004
0.595	1.023
0.596	1.064
0.597	1.110
0.598	1.081
0.599	1.103
0.600	1.153
0.601	1.191
0.602	1.180
0.603	1.195
0.604	1.119
0.605	1.165
0.606	1.169
0.607	1.180
0.608	1.123
0.609	1.125
0.610	1.097
0.611	1.103
0.612	1.075
0.613	1.013
0.614	0.994
0.615	0.969
0.616	0.911
0.617	0.936
0.618	0.898
0.619	0.861
0.620	0.874
0.621	0.840
0.622	0.834
0.623	0.804
0.624	0.781
0.625	0.707
0.626	0.755
0.627	0.694
0.628	0.705
0.629	0.722
0.630	0.666
0.631	0.695
0.632	0.687
0.633	0.756
0.634	0.720
0.635	0.750
0.636	0.714
0.637	0.750
0.638	0.777
0.639	0.795
0.640	0.770
0.641	0.820
0.642	0.881
0.643	0.887
0.644	0.917
0.645	0.936
0.646	0.953
