3.09892	0.06787
3.09473	0.04739
3.09055	0.06084
3.08638	0.08096
3.08222	0.06628
3.07807	0.0909
3.07393	0.07751
3.06981	0.08318
3.06569	0.09817
3.06159	0.08242
3.05749	0.0797
3.05341	0.08967
3.04934	0.07543
3.04528	0.07616
3.04123	0.09585
3.03719	0.08607
3.03317	0.08246
3.02915	0.07941
3.02514	0.10629
3.02115	0.09582
3.01716	0.10621
3.01319	0.10274
3.00922	0.09712
3.00527	0.0842
3.00133	0.07906
2.99739	0.07752
2.99347	0.1018
2.98956	0.10591
2.98566	0.07776
2.98176	0.11659
2.97788	0.09928
2.97401	0.09101
2.97015	0.09599
2.9663	0.09361
2.96246	0.10238
2.95863	0.09133
2.9548	0.08606
2.95099	0.08899
2.94719	0.08792
2.9434	0.09918
2.93962	0.09794
2.93585	0.0971
2.93208	0.09547
2.92833	0.09702
2.92459	0.11523
2.92085	0.11639
2.91713	0.10085
2.91341	0.10762
2.90971	0.10835
2.90601	0.10791
2.90233	0.11742
2.89865	0.10664
2.89498	0.1068
2.89133	0.10685
2.88768	0.10679
2.88404	0.1105
2.88041	0.11641
2.87679	0.10543
2.87317	0.09176
2.86957	0.09721
2.86598	0.09353
2.86239	0.09749
2.85882	0.1178
2.85525	0.09601
2.85169	0.10437
2.84814	0.10775
2.8446	0.10018
2.84107	0.09211
2.83755	0.10047
2.83403	0.10426
2.83053	0.09437
2.82703	0.09644
2.82354	0.12231
2.82007	0.09273
2.8166	0.09564
2.81313	0.09133
2.80968	0.10512
2.80624	0.08928
2.8028	0.07622
2.79937	0.09608
2.79595	0.08029
2.79254	0.09372
2.78914	0.08514
2.78574	0.07981
2.78236	0.09363
2.77898	0.08221
2.77561	0.08627
2.77225	0.07987
2.7689	0.08115
2.76555	0.08768
2.76221	0.0812
2.75889	0.08017
2.75556	0.07898
2.75225	0.08359
2.74895	0.07394
2.74565	0.07355
2.74236	0.07485
2.73908	0.0754
2.73581	0.07771
2.73254	0.0781
2.72929	0.07613
2.72604	0.0703
2.72279	0.06661
2.71956	0.07258
2.71633	0.06704
2.71312	0.07344
2.70991	0.0654
2.7067	0.06212
2.70351	0.06984
2.70032	0.06998
2.69714	0.05886
2.69397	0.06756
2.6908	0.05819
2.68764	0.0579
2.68449	0.06833
2.68135	0.05726
2.67821	0.05881
2.67509	0.05978
2.67196	0.05984
2.66885	0.06325
2.66574	0.05586
2.66265	0.05465
2.65955	0.05848
2.65647	0.06022
2.65339	0.05193
2.65032	0.04728
2.64726	0.04742
2.6442	0.0442
2.64115	0.05376
2.63811	0.0489
2.63508	0.04919
2.63205	0.05346
2.62903	0.05157
2.62602	0.04556
2.62301	0.05175
2.62001	0.04513
2.61702	0.04116
2.61403	0.03919
2.61105	0.04049
2.60808	0.04491
2.60512	0.04432
2.60216	0.04541
2.59921	0.03791
2.59626	0.04899
2.59332	0.0471
2.59039	0.04739
2.58747	0.04171
2.58455	0.03865
2.58163	0.03633
2.57873	0.0386
2.57583	0.03425
2.57294	0.03823
2.57005	0.04218
2.56718	0.03519
2.5643	0.03479
2.56144	0.03042
2.55858	0.03523
2.55572	0.03257
2.55288	0.039
2.55004	0.04194
2.5472	0.02986
2.54438	0.04045
2.54156	0.03193
2.53874	0.03515
2.53593	0.03551
2.53313	0.03283
2.53033	0.03092
2.52754	0.03601
2.52476	0.03321
2.52198	0.03899
2.51921	0.02781
2.51645	0.03145
2.51369	0.03164
2.51093	0.029
2.50819	0.03334
2.50545	0.02512
2.50271	0.03145
2.49998	0.02532
2.49726	0.03037
2.49454	0.02614
2.49183	0.03206
2.48913	0.03038
2.48643	0.02417
2.48374	0.03303
2.48105	0.03551
2.47837	0.03199
2.47569	0.02398
2.47302	0.03268
2.47036	0.03075
2.4677	0.02657
2.46505	0.03904
2.4624	0.0286
2.45976	0.02553
2.45713	0.02332
2.4545	0.02169
2.45188	0.02768
2.44926	0.02
