0.400	2.226
0.401	2.295
0.402	2.402
0.403	2.303
0.404	2.443
0.405	2.476
0.406	2.440
0.407	2.650
0.408	2.556
0.409	2.657
0.410	2.619
0.411	2.662
0.412	2.616
0.413	2.752
0.414	2.807
0.415	2.810
0.416	2.983
0.417	2.919
0.418	2.981
0.419	2.975
0.420	3.014
0.421	3.138
0.422	3.179
0.423	3.174
0.424	3.284
0.425	3.248
0.426	3.357
0.427	3.341
0.428	3.426
0.429	3.479
0.430	3.404
0.431	3.655
0.432	3.510
0.433	3.754
0.434	3.646
0.435	3.714
0.436	3.911
0.437	3.712
0.438	3.839
0.439	3.929
0.440	4.167
0.441	4.099
0.442	4.142
0.443	4.174
0.444	4.284
0.445	4.296
0.446	4.400
0.447	4.323
0.448	4.390
0.449	4.351
0.450	4.257
0.451	4.369
0.452	4.353
0.453	4.437
0.454	4.386
0.455	4.474
0.456	4.561
0.457	4.579
0.458	4.429
0.459	4.420
0.460	4.549
0.461	4.627
0.462	4.449
0.463	4.457
0.464	4.407
0.465	4.540
0.466	4.458
0.467	4.489
0.468	4.461
0.469	4.513
0.470	4.532
0.471	4.492
0.472	4.423
0.473	4.397
0.474	4.536
0.475	4.418
0.476	4.475
0.477	4.429
0.478	4.446
0.479	4.505
0.480	4.460
0.481	4.510
0.482	4.489
0.483	4.500
0.484	4.415
0.485	4.494
0.486	4.450
0.487	4.597
0.488	4.422
0.489	4.553
0.490	4.556
0.491	4.398
0.492	4.553
0.493	4.643
0.494	4.506
0.495	4.617
0.496	4.657
0.497	4.644
0.498	4.533
0.499	4.705
0.500	4.763
0.501	4.704
0.502	4.670
0.503	4.690
0.504	4.694
0.505	4.654
0.506	4.780
0.507	4.703
0.508	4.508
0.509	4.598
0.510	4.644
0.511	4.752
0.512	4.720
0.513	4.679
0.514	4.706
0.515	4.495
0.516	4.728
0.517	4.543
0.518	4.624
0.519	4.544
0.520	4.503
0.521	4.585
0.522	4.621
0.523	4.505
0.524	4.559
0.525	4.532
0.526	4.493
0.527	4.536
0.528	4.373
0.529	4.492
0.530	4.454
0.531	4.468
0.532	4.408
0.533	4.405
0.534	4.355
0.535	4.367
0.536	4.390
0.537	4.322
0.538	4.360
0.539	4.331
0.540	4.238
0.541	4.280
0.542	4.321
0.543	4.266
0.544	4.256
0.545	4.271
0.546	4.271
0.547	4.085
0.548	4.199
0.549	4.123
0.550	4.141
0.551	4.224
0.552	4.080
