W TT
18056.2 0.000139371
18061.3 0.000138594
18066.3 0.000137801
18071.4 0.000136958
18076.4 0.000136022
18081.5 0.000135118
18086.5 0.000134227
18091.6 0.000133347
18096.6 0.000132474
18101.7 0.000131609
18106.7 0.00013075
18111.8 0.000129899
18116.8 0.000129054
18121.8 0.000128218
18126.9 0.000127392
18131.9 0.00012658
18137 0.000125816
18142 0.000125123
18147.1 0.000124402
18152.1 0.000123668
18157.2 0.000122924
18162.2 0.000122172
18167.3 0.000121414
18172.3 0.000120649
18177.4 0.000119877
18182.4 0.000119099
18187.5 0.000118314
18192.5 0.000117519
18197.5 0.000116712
18202.6 0.000115871
18207.6 0.000114964
18212.7 0.000114085
18217.7 0.000113219
18222.8 0.000112362
18227.8 0.000111513
18232.9 0.00011067
18237.9 0.000109834
18243 0.000109005
18248 0.000108181
18253.1 0.000107365
18258.1 0.000106558
18263.2 0.000105762
18268.2 0.000104988
18273.3 0.000104281
18278.3 0.000103549
18283.3 0.000102804
18288.4 0.000102052
18293.4 0.000101293
18298.5 0.000100528
18303.5 9.97578e-05
18308.6 9.89825e-05
18313.6 9.82019e-05
18318.7 9.74154e-05
18323.7 9.66217e-05
18328.8 9.58184e-05
18333.8 9.49981e-05
18338.9 9.4116e-05
18343.9 9.32537e-05
18349 9.24088e-05
18354 9.15754e-05
18359 9.07512e-05
18364.1 8.99354e-05
18369.1 8.91272e-05
18374.2 8.83266e-05
18379.2 8.75337e-05
18384.3 8.67491e-05
18389.3 8.5974e-05
18394.4 8.52104e-05
18399.4 8.44641e-05
18404.5 8.37742e-05
18409.5 8.30877e-05
18414.6 8.23764e-05
18419.6 8.16519e-05
18424.7 8.09177e-05
18429.7 8.01755e-05
18434.8 7.94262e-05
18439.8 7.86702e-05
18444.8 7.79077e-05
18449.9 7.71384e-05
18454.9 7.63616e-05
18460 7.55761e-05
18465 7.4779e-05
18470.1 7.39599e-05
18475.1 7.31017e-05
18480.2 7.22789e-05
18485.2 7.1471e-05
18490.3 7.06732e-05
18495.3 6.98836e-05
18500.4 6.91011e-05
18505.4 6.83253e-05
18510.5 6.7556e-05
18515.5 6.67933e-05
18520.5 6.60376e-05
18525.6 6.52899e-05
18530.6 6.45518e-05
18535.7 6.3828e-05
18540.7 6.31428e-05
18545.8 6.24362e-05
18550.8 6.17088e-05
18555.9 6.09703e-05
18560.9 6.02237e-05
18566 5.94705e-05
18571 5.87115e-05
18576.1 5.79472e-05
18581.1 5.71777e-05
18586.2 5.64032e-05
18591.2 5.56235e-05
18596.3 5.48381e-05
18601.3 5.40459e-05
18606.3 5.32436e-05
18611.4 5.2429e-05
18616.4 5.16349e-05
18621.5 5.08473e-05
18626.5 5.00634e-05
18631.6 4.9282e-05
18636.6 4.85026e-05
18641.7 4.7725e-05
18646.7 4.69488e-05
18651.8 4.61741e-05
18656.8 4.54008e-05
18661.9 4.46291e-05
18666.9 4.38592e-05
18672 4.30918e-05
18677 4.23296e-05
18682 4.15637e-05
18687.1 4.07864e-05
18692.1 4.00052e-05
18697.2 3.92213e-05
18702.2 3.8435e-05
18707.3 3.76467e-05
18712.3 3.68564e-05
18717.4 3.60641e-05
18722.4 3.527e-05
18727.5 3.44739e-05
18732.5 3.36757e-05
18737.6 3.28751e-05
18742.6 3.20716e-05
18747.7 3.12621e-05
18752.7 3.04637e-05
18757.8 2.96718e-05
18762.8 2.88818e-05
18767.8 2.80931e-05
18772.9 2.73052e-05
18777.9 2.65181e-05
18783 2.57316e-05
18788 2.49458e-05
18793.1 2.41605e-05
18798.1 2.33758e-05
18803.2 2.2592e-05
18808.2 2.18092e-05
18813.3 2.1028e-05
18818.3 2.02515e-05
18823.4 1.9456e-05
18828.4 1.86541e-05
18833.5 1.78492e-05
18838.5 1.70418e-05
18843.5 1.62323e-05
18848.6 1.54209e-05
18853.6 1.46076e-05
18858.7 1.37925e-05
18863.7 1.29755e-05
18868.8 1.21566e-05
18873.8 1.13357e-05
18878.9 1.05124e-05
18883.9 9.68621e-06
18889 8.85441e-06
18894 8.04724e-06
18899.1 7.24894e-06
18904.1 6.45294e-06
18909.2 5.65843e-06
18914.2 4.86504e-06
18919.3 4.07255e-06
18924.3 3.28084e-06
18929.3 2.48982e-06
18934.4 1.69944e-06
18939.4 9.09652e-07
18944.5 1.20464e-07
18949.5 -6.68101e-07
18954.6 -1.45595e-06
18959.6 -2.24269e-06
18964.7 -3.03499e-06
18969.7 -3.83118e-06
18974.8 -4.62794e-06
18979.8 -5.42505e-06
18984.9 -6.22244e-06
18989.9 -7.02008e-06
18995 -7.81794e-06
19000 -8.61605e-06
