W N1 N2
16064.9 8.98477e-05 2.79143e-05
16073.2 8.46832e-05 3.14511e-05
16081.5 7.91629e-05 3.5049e-05
16089.9 7.29935e-05 3.87217e-05
16098.2 6.5003e-05 4.16921e-05
16106.5 5.77488e-05 4.25299e-05
16114.8 5.10623e-05 4.31024e-05
16123.1 4.45995e-05 4.34168e-05
16131.4 3.8272e-05 4.34361e-05
16139.8 3.21009e-05 4.31052e-05
16148.1 2.64807e-05 4.24177e-05
16156.4 2.07473e-05 4.24024e-05
16164.7 1.45721e-05 4.1989e-05
16173 8.24252e-06 4.1096e-05
16181.4 1.89894e-06 3.96747e-05
16189.7 -4.30703e-06 3.76862e-05
16198 -1.00782e-05 3.50864e-05
16206.3 -1.51862e-05 3.29389e-05
16214.6 -2.08143e-05 3.05796e-05
16223 -2.64271e-05 2.77079e-05
16231.3 -3.18426e-05 2.43385e-05
16239.6 -3.69132e-05 2.04989e-05
16247.9 -4.14289e-05 1.62162e-05
16256.2 -4.48129e-05 1.22163e-05
16264.6 -4.86118e-05 8.78292e-06
16272.9 -5.24866e-05 5.14718e-06
16281.2 -5.63007e-05 1.34544e-06
16289.5 -6.00469e-05 -2.57387e-06
16297.8 -6.38243e-05 -6.55471e-06
16306.2 -6.83629e-05 -1.07314e-05
16314.5 -7.22309e-05 -1.67877e-05
16322.8 -7.50172e-05 -2.29102e-05
16331.1 -7.70999e-05 -2.90313e-05
16339.4 -7.85667e-05 -3.51194e-05
16347.8 -7.94175e-05 -4.11558e-05
16356.1 -7.9485e-05 -4.71419e-05
16364.4 -7.8513e-05 -5.19419e-05
16372.7 -7.81381e-05 -5.60955e-05
16381 -7.78552e-05 -6.01008e-05
16389.4 -7.75677e-05 -6.39658e-05
16397.7 -7.72464e-05 -6.76941e-05
16406 -7.68792e-05 -7.12896e-05
16414.3 -7.64283e-05 -7.47359e-05
16422.6 -7.59905e-05 -7.79654e-05
16430.9 -7.55897e-05 -8.10565e-05
16439.3 -7.52361e-05 -8.40138e-05
16447.6 -7.49629e-05 -8.68388e-05
16455.9 -7.48379e-05 -8.95288e-05
16464.2 -7.50766e-05 -9.20641e-05
16472.5 -7.58677e-05 -9.55235e-05
16480.9 -7.58683e-05 -9.92755e-05
16489.2 -7.55508e-05 -0.000102964
16497.5 -7.50122e-05 -0.000106585
16505.8 -7.42874e-05 -0.000110139
16514.1 -7.33778e-05 -0.000113633
16522.5 -7.21653e-05 -0.000117018
16530.8 -7.09184e-05 -0.000120075
16539.1 -6.96631e-05 -0.000123048
16547.4 -6.8348e-05 -0.000125951
16555.7 -6.6942e-05 -0.000128791
16564.1 -6.53961e-05 -0.000131576
16572.4 -6.35652e-05 -0.00013432
16580.7 -6.12092e-05 -0.000136247
16589 -5.95367e-05 -0.00013769
16597.3 -5.81687e-05 -0.000139062
16605.7 -5.70295e-05 -0.000140371
16614 -5.61118e-05 -0.00014162
16622.3 -5.54604e-05 -0.000142808
16630.6 -5.54023e-05 -0.00014397
16638.9 -5.53493e-05 -0.000146062
16647.3 -5.4984e-05 -0.000148136
16655.6 -5.4543e-05 -0.000150177
16663.9 -5.41003e-05 -0.000152181
16672.2 -5.3718e-05 -0.000154143
16680.5 -5.35018e-05 -0.000156057
16688.9 -5.38494e-05 -0.000158295
16697.2 -5.37266e-05 -0.000161176
16705.5 -5.33152e-05 -0.000164053
16713.8 -5.27471e-05 -0.000166913
16722.1 -5.20819e-05 -0.000169751
16730.4 -5.13731e-05 -0.000172562
16738.8 -5.07289e-05 -0.000175331
16747.1 -5.0352e-05 -0.000178549
16755.4 -4.94604e-05 -0.000182062
16763.7 -4.82787e-05 -0.000185594
16772 -4.68541e-05 -0.000189141
16780.4 -4.51862e-05 -0.000192705
16788.7 -4.32318e-05 -0.000196295
16797 -4.07674e-05 -0.000199952
16805.3 -3.78628e-05 -0.00020262
16813.6 -3.54071e-05 -0.000205119
16822 -3.30536e-05 -0.000207584
16830.3 -3.07378e-05 -0.000210026
16838.6 -2.84317e-05 -0.00021245
16846.9 -2.61238e-05 -0.000214856
16855.2 -2.38485e-05 -0.000217237
16863.6 -2.15551e-05 -0.000219731
16871.9 -1.91667e-05 -0.00022225
16880.2 -1.66914e-05 -0.000224787
16888.5 -1.41197e-05 -0.000227342
16896.8 -1.14314e-05 -0.000229921
16905.2 -8.5815e-06 -0.000232536
16913.5 -5.33383e-06 -0.00023508
16921.8 -2.14693e-06 -0.000237202
16930.1 9.60912e-07 -0.000239301
16938.4 4.06806e-06 -0.000241394
16946.8 7.2038e-06 -0.000243489
16955.1 1.03842e-05 -0.000245589
16963.4 1.36132e-05 -0.000247695
16971.7 1.68373e-05 -0.000249868
16980 2.02503e-05 -0.000252183
16988.4 2.38597e-05 -0.000254534
16996.7 2.76791e-05 -0.000256921
17005 3.17497e-05 -0.00025935
17013.3 3.61486e-05 -0.000261831
17021.6 4.10601e-05 -0.00026439
17030 4.71621e-05 -0.000266281
17038.3 5.2642e-05 -0.000267136
17046.6 5.78945e-05 -0.000267976
17054.9 6.31598e-05 -0.000268831
17063.2 6.85916e-05 -0.000269725
17071.5 7.43833e-05 -0.000270686
17079.9 8.09632e-05 -0.000271784
17088.2 8.99544e-05 -0.000271234
17096.5 9.69982e-05 -0.000268099
17104.8 0.000102894 -0.000264762
17113.1 0.00010806 -0.000261288
17121.5 0.000112624 -0.000257693
17129.8 0.000116606 -0.000253977
17138.1 0.000119882 -0.000250114
17146.4 0.000121713 -0.000246864
17154.7 0.000124124 -0.00024481
17163.1 0.000126824 -0.00024278
17171.4 0.00012962 -0.00024074
17179.7 0.000132448 -0.000238673
17188 0.000135276 -0.000236572
17196.3 0.000138084 -0.000234427
17204.7 0.000140818 -0.000232236
17213 0.000143525 -0.000230084
17221.3 0.000146236 -0.000227915
17229.6 0.000148949 -0.000225721
17237.9 0.000151677 -0.000223502
17246.3 0.000154446 -0.000221262
17254.6 0.000157334 -0.000219016
17262.9 0.000160812 -0.000216583
17271.2 0.000163939 -0.000213109
17279.5 0.000166578 -0.000209491
17287.9 0.000168877 -0.000205762
17296.2 0.000170856 -0.000201927
17304.5 0.000172484 -0.000197984
17312.8 0.000173656 -0.000193916
17321.1 0.000173718 -0.000189724
17329.5 0.000173634 -0.000187404
17337.8 0.000174234 -0.000185161
17346.1 0.000175088 -0.000182922
17354.4 0.000176103 -0.000180671
17362.7 0.000177255 -0.000178406
17371 0.000178571 -0.00017613
17379.4 0.000180243 -0.000173873
17387.7 0.000182395 -0.000170559
17396 0.000183761 -0.000166852
17404.3 0.000184751 -0.000163052
17412.6 0.000185423 -0.000159169
17421 0.000185774 -0.000155206
17429.3 0.000185754 -0.000151157
17437.6 0.000185204 -0.000147002
17445.9 0.000183598 -0.00014352
17454.2 0.000182546 -0.000140799
17462.6 0.000181657 -0.000138076
17470.9 0.000180766 -0.000135328
17479.2 0.000179785 -0.000132544
17487.5 0.000178629 -0.000129712
17495.8 0.000177151 -0.000126811
17504.2 0.000174639 -0.000124118
17512.5 0.000172505 -0.000122875
17520.8 0.000170883 -0.000121697
17529.1 0.000169492 -0.000120541
17537.4 0.000168242 -0.000119394
17545.8 0.000167081 -0.000118248
17554.1 0.000165977 -0.000117101
17562.4 0.000164898 -0.000115954
17570.7 0.000163852 -0.000114827
17579 0.000162819 -0.000113673
17587.4 0.000161765 -0.000112494
17595.7 0.000160663 -0.000111289
17604 0.000159479 -0.000110056
17612.3 0.000158158 -0.000108787
17620.6 0.000156576 -0.000107463
17629 0.000154185 -0.000106552
17637.3 0.000152337 -0.000106553
17645.6 0.000150852 -0.0001066
17653.9 0.00014957 -0.000106669
17662.2 0.000148432 -0.000106749
17670.5 0.000147405 -0.000106839
17678.9 0.000146471 -0.000106935
17687.2 0.000145618 -0.000107046
17695.5 0.000144872 -0.000107137
17703.8 0.000144167 -0.000107198
17712.1 0.000143502 -0.000107245
17720.5 0.000142871 -0.000107278
17728.8 0.000142269 -0.000107299
17737.1 0.000141695 -0.000107307
17745.4 0.000141152 -0.0001073
17753.7 0.000140669 -0.000107226
17762.1 0.000140105 -0.000107065
17770.4 0.000139483 -0.000106893
17778.7 0.000138801 -0.000106706
17787 0.000138044 -0.000106502
17795.3 0.000137179 -0.000106276
17803.7 0.00013614 -0.000106021
17812 0.000134708 -0.000105712
17820.3 0.000132694 -0.000106445
17828.6 0.000131471 -0.000107572
17836.9 0.000130558 -0.000108726
17845.3 0.000129859 -0.000109896
17853.6 0.000129335 -0.000111077
17861.9 0.000128975 -0.00011227
17870.2 0.000128793 -0.000113479
17878.5 0.000128963 -0.00011467
17886.9 0.000129158 -0.000115407
17895.2 0.000129245 -0.000116106
17903.5 0.00012931 -0.000116783
17911.8 0.000129371 -0.000117441
17920.1 0.000129438 -0.000118082
17928.5 0.000129516 -0.000118705
17936.8 0.000129617 -0.000119304
17945.1 0.000129762 -0.000119799
17953.4 0.000129784 -0.000120227
17961.7 0.000129742 -0.000120657
17970 0.000129642 -0.000121083
17978.4 0.000129473 -0.000121502
17986.7 0.000129213 -0.000121913
17995 0.00012882 -0.000122313
18003.3 0.00012817 -0.000122698
18011.6 0.000127094 -0.000123669
18020 0.000126479 -0.000124931
18028.3 0.000125992 -0.000126181
18036.6 0.000125533 -0.000127413
18044.9 0.000125021 -0.00012862
18053.2 0.000124355 -0.00012979
18061.6 0.000123341 -0.0001309
18069.9 0.000121284 -0.000131858
18078.2 0.000118053 -0.000136074
18086.5 0.000117177 -0.000141131
18094.8 0.000117372 -0.000146312
18103.2 0.000118439 -0.000151592
18111.5 0.000120359 -0.00015697
18119.8 0.000123235 -0.000162461
18128.1 0.000127383 -0.000168107
18136.4 0.000134407 -0.000174115
18144.8 0.000142617 -0.000173955
18153.1 0.000148138 -0.00017338
18161.4 0.000152755 -0.000172675
18169.7 0.00015682 -0.000171886
18178 0.000160497 -0.000171032
18186.4 0.000163878 -0.000170122
18194.7 0.000167016 -0.000169158
18203 0.000169923 -0.000168113
18211.3 0.000172576 -0.00016713
18219.6 0.000175123 -0.000166173
18228 0.000177568 -0.000165218
18236.3 0.00017992 -0.000164263
18244.6 0.000182191 -0.000163308
18252.9 0.000184392 -0.000162355
18261.2 0.000186536 -0.00016141
18269.6 0.000188664 -0.000160504
18277.9 0.000190819 -0.000159489
18286.2 0.000192885 -0.000158419
18294.5 0.000194884 -0.000157318
18302.8 0.000196821 -0.00015619
18311.1 0.0001987 -0.000155037
18319.5 0.000200522 -0.000153857
18327.8 0.000202283 -0.000152645
18336.1 0.00020395 -0.000151369
18344.4 0.000205474 -0.0001502
18352.7 0.000207007 -0.000149074
18361.1 0.000208527 -0.000147964
18369.4 0.000210033 -0.000146865
18377.7 0.000211524 -0.000145776
18386 0.000213005 -0.000144699
18394.3 0.000214483 -0.000143641
18402.7 0.00021599 -0.000142632
18411 0.000217632 -0.000141506
18419.3 0.000219186 -0.000140287
18427.6 0.00022069 -0.000139031
18435.9 0.000222149 -0.000137747
18444.3 0.000223568 -0.000136436
18452.6 0.000224944 -0.000135101
18460.9 0.000226274 -0.000133735
18469.2 0.000227538 -0.000132323
18477.5 0.000228633 -0.000130964
18485.9 0.000229756 -0.000129703
18494.2 0.000230886 -0.000128462
18502.5 0.000232018 -0.000127234
18510.8 0.000233148 -0.000126016
18519.1 0.000234279 -0.000124808
18527.5 0.000235416 -0.000123615
18535.8 0.000236573 -0.000122448
18544.1 0.000237858 -0.000121256
18552.4 0.000239102 -0.000119924
18560.7 0.000240295 -0.000118556
18569.1 0.000241449 -0.000117165
18577.4 0.000242569 -0.000115753
18585.7 0.000243657 -0.000114324
18594 0.000244711 -0.000112875
18602.3 0.000245725 -0.000111405
18610.6 0.000246657 -0.000109915
18619 0.000247555 -0.000108501
18627.3 0.000248458 -0.000107097
18635.6 0.000249355 -0.000105697
18643.9 0.000250242 -0.000104296
18652.2 0.00025112 -0.000102895
18660.6 0.000251988 -0.000101494
18668.9 0.000252848 -0.000100094
18677.2 0.000253709 -9.87008e-05
18685.5 0.000254591 -9.7266e-05
18693.8 0.000255436 -9.58069e-05
18702.2 0.000256255 -9.43377e-05
18710.5 0.000257052 -9.286e-05
18718.8 0.000257827 -9.13745e-05
18727.1 0.00025858 -8.98815e-05
18735.4 0.00025931 -8.83806e-05
18743.8 0.000260013 -8.68699e-05
18752.1 0.000260667 -8.53641e-05
18760.4 0.000261314 -8.38874e-05
18768.7 0.000261955 -8.2413e-05
18777 0.000262586 -8.09389e-05
18785.4 0.000263206 -7.94643e-05
18793.7 0.000263815 -7.79894e-05
18802 0.000264414 -7.65144e-05
18810.3 0.000265006 -7.50405e-05
18818.6 0.000265603 -7.35726e-05
18827 0.0002662 -7.20575e-05
18835.3 0.000266764 -7.05305e-05
18843.6 0.000267303 -6.8997e-05
18851.9 0.000267819 -6.74579e-05
18860.2 0.000268313 -6.59139e-05
18868.6 0.000268784 -6.4365e-05
18876.9 0.00026923 -6.28108e-05
18885.2 0.000269646 -6.12492e-05
18893.5 0.000270005 -5.97019e-05
18901.8 0.000270365 -5.81941e-05
18910.1 0.000270722 -5.6691e-05
18918.5 0.000271071 -5.51903e-05
18926.8 0.00027141 -5.36913e-05
18935.1 0.000271738 -5.21937e-05
18943.4 0.000272055 -5.06973e-05
18951.7 0.00027236 -4.92023e-05
18960.1 0.000272658 -4.77098e-05
18968.4 0.000272948 -4.62055e-05
18976.7 0.000273218 -4.46974e-05
18985 0.000273469 -4.31888e-05
18993.3 0.000273703 -4.16801e-05
19001.7 0.00027392 -4.01712e-05
19010 0.000274119 -3.86623e-05
19018.3 0.000274297 -3.7153e-05
19026.6 0.000274452 -3.56424e-05
19034.9 0.000274561 -3.41375e-05
19043.3 0.000274664 -3.26817e-05
19051.6 0.00027477 -3.12331e-05
19059.9 0.000274872 -2.97893e-05
19068.2 0.000274967 -2.83494e-05
19076.5 0.000275054 -2.69133e-05
19084.9 0.000275133 -2.54808e-05
19093.2 0.000275203 -2.40519e-05
19101.5 0.000275265 -2.26267e-05
19109.8 0.000275324 -2.12011e-05
19118.1 0.000275367 -1.97724e-05
19126.5 0.000275397 -1.83463e-05
19134.8 0.000275414 -1.69232e-05
19143.1 0.000275419 -1.55032e-05
19151.4 0.000275411 -1.40863e-05
19159.7 0.00027539 -1.26725e-05
19168.1 0.000275354 -1.12616e-05
19176.4 0.000275299 -9.85314e-06
19184.7 0.000275218 -8.46898e-06
19193 0.000275143 -7.10213e-06
19201.3 0.000275066 -5.74081e-06
19209.7 0.000274984 -4.38459e-06
19218 0.000274897 -3.03338e-06
19226.3 0.000274806 -1.68717e-06
19234.6 0.000274711 -3.4611e-07
19242.9 0.000274614 9.89455e-07
19251.2 0.000274526 2.31821e-06
19259.6 0.000274452 3.69006e-06
19267.9 0.000274334 5.0721e-06
19276.2 0.000274192 6.45141e-06
19284.5 0.000274031 7.82729e-06
19292.8 0.00027385 9.19941e-06
19301.2 0.000273649 1.05676e-05
19309.5 0.000273425 1.19318e-05
19317.8 0.000273175 1.32922e-05
19326.1 0.000272875 1.46503e-05
19334.4 0.000272535 1.59032e-05
19342.8 0.000272246 1.71341e-05
19351.1 0.000271971 1.83577e-05
19359.4 0.000271703 1.95746e-05
19367.7 0.00027144 2.07852e-05
19376 0.000271182 2.19896e-05
19384.4 0.000270929 2.31879e-05
19392.7 0.000270685 2.43801e-05
19401 0.000270467 2.55655e-05
19409.3 0.000270264 2.68219e-05
19417.6 0.000270011 2.80839e-05
19426 0.000269734 2.9341e-05
19434.3 0.000269441 3.0593e-05
19442.6 0.000269132 3.18395e-05
19450.9 0.000268807 3.30803e-05
19459.2 0.000268468 3.43154e-05
19467.6 0.00026811 3.55445e-05
19475.9 0.000267725 3.67674e-05
19484.2 0.000267313 3.79341e-05
19492.5 0.000266929 3.9084e-05
19500.8 0.00026655 4.02279e-05
19509.2 0.000266171 4.13658e-05
19517.5 0.000265793 4.24978e-05
19525.8 0.000265414 4.36239e-05
19534.1 0.000265035 4.47443e-05
19542.4 0.000264656 4.58589e-05
19550.7 0.000264282 4.6968e-05
19559.1 0.000263915 4.80928e-05
19567.4 0.000263527 4.92209e-05
19575.7 0.000263128 5.03428e-05
19584 0.00026272 5.14585e-05
19592.3 0.000262304 5.2568e-05
19600.7 0.000261882 5.36713e-05
19609 0.000261454 5.47684e-05
19617.3 0.000261018 5.58592e-05
19625.6 0.000260576 5.69438e-05
19633.9 0.000260125 5.80188e-05
19642.3 0.000259672 5.90845e-05
19650.6 0.000259216 6.0144e-05
19658.9 0.000258756 6.11975e-05
19667.2 0.000258292 6.22448e-05
19675.5 0.000257822 6.32859e-05
19683.9 0.000257348 6.43207e-05
19692.2 0.000256869 6.53493e-05
19700.5 0.000256382 6.63712e-05
19708.8 0.000255879 6.73807e-05
19717.1 0.000255385 6.83631e-05
19725.5 0.000254899 6.93409e-05
19733.8 0.000254417 7.03136e-05
19742.1 0.000253936 7.12811e-05
19750.4 0.000253458 7.22436e-05
19758.7 0.000252982 7.32011e-05
19767.1 0.000252509 7.41538e-05
19775.4 0.00025204 7.51019e-05
19783.7 0.000251577 7.6046e-05
19792 0.000251121 7.6998e-05
19800.3 0.00025066 7.79471e-05
19808.7 0.000250201 7.88917e-05
19817 0.000249747 7.98322e-05
19825.3 0.0002493 8.07693e-05
19833.6 0.000248866 8.17039e-05
19841.9 0.000248448 8.26372e-05
19850.2 0.000248058 8.35715e-05
19858.6 0.000247722 8.45125e-05
19866.9 0.000247521 8.55967e-05
19875.2 0.000247123 8.68396e-05
19883.5 0.000246629 8.80586e-05
19891.8 0.000246074 8.92598e-05
19900.2 0.00024547 9.04449e-05
19908.5 0.000244822 9.16137e-05
19916.8 0.00024413 9.27657e-05
19925.1 0.000243392 9.38991e-05
19933.4 0.000242598 9.50103e-05
19941.8 0.000241707 9.60865e-05
19950.1 0.000240796 9.69261e-05
19958.4 0.000240013 9.77575e-05
19966.7 0.000239262 9.85914e-05
19975 0.000238528 9.94235e-05
19983.4 0.000237805 0.000100252
19991.7 0.000237088 0.000101077
20000 0.000236376 0.000101896
