W E1 E2
15033 0.00169398 -0.00116969
15038 0.00167984 -0.00114134
15043 0.00166559 -0.00111377
15048.1 0.00165125 -0.00108696
15053.1 0.00163682 -0.00106089
15058.1 0.00162234 -0.00103554
15063.1 0.00160781 -0.00101088
15068.1 0.00159324 -0.000986911
15073.2 0.00157865 -0.000963601
15078.2 0.00156405 -0.000940936
15083.2 0.00154946 -0.000918898
15088.2 0.00153487 -0.00089747
15093.3 0.00152031 -0.000876636
15098.3 0.00150578 -0.000856379
15103.3 0.00149129 -0.000836684
15108.3 0.00147684 -0.000817534
15113.3 0.00146245 -0.000798915
15118.4 0.00144812 -0.000780813
15123.4 0.00143386 -0.000763213
15128.4 0.00141967 -0.000746101
15133.4 0.00140555 -0.000729463
15138.5 0.00139152 -0.000713287
15143.5 0.00137757 -0.00069756
15148.5 0.00136372 -0.000682269
15153.5 0.00134996 -0.000667402
15158.5 0.00133629 -0.000652948
15163.6 0.00132273 -0.000638895
15168.6 0.00130927 -0.000625233
15173.6 0.00129592 -0.00061195
15178.6 0.00128267 -0.000599036
15183.6 0.00126953 -0.00058648
15188.7 0.00125651 -0.000574274
15193.7 0.0012436 -0.000562408
15198.7 0.0012308 -0.000550872
15203.7 0.00121812 -0.000539657
15208.8 0.00120556 -0.000528754
15213.8 0.00119312 -0.000518156
15218.8 0.0011808 -0.000507854
15223.8 0.00116859 -0.00049784
15228.8 0.00115651 -0.000488106
15233.9 0.00114455 -0.000478644
15238.9 0.00113271 -0.000469448
15243.9 0.00112099 -0.00046051
15248.9 0.00110939 -0.000451824
15253.9 0.00109792 -0.000443382
15259 0.00108657 -0.000435178
15264 0.00107534 -0.000427206
15269 0.00106423 -0.00041946
15274 0.00105324 -0.000411934
15279.1 0.00104238 -0.000404621
15284.1 0.00103163 -0.000397517
15289.1 0.00102101 -0.000390616
15294.1 0.00101051 -0.000383912
15299.1 0.00100012 -0.000377401
15304.2 0.000989861 -0.000371077
15309.2 0.000979717 -0.000364936
15314.2 0.000969692 -0.000358972
15319.2 0.000959785 -0.000353181
15324.2 0.000949995 -0.000347559
15329.3 0.000940322 -0.000342101
15334.3 0.000930766 -0.000336803
15339.3 0.000921325 -0.000331661
15344.3 0.000912 -0.000326671
15349.4 0.000902789 -0.000321829
15354.4 0.000893691 -0.00031713
15359.4 0.000884707 -0.000312572
15364.4 0.000875834 -0.00030815
15369.4 0.000867074 -0.000303862
15374.5 0.000858424 -0.000299703
15379.5 0.000849885 -0.000295671
15384.5 0.000841455 -0.000291761
15389.5 0.000833134 -0.000287972
15394.5 0.000824921 -0.000284299
15399.6 0.000816815 -0.000280739
15404.6 0.000808816 -0.00027729
15409.6 0.000800923 -0.000273949
15414.6 0.000793135 -0.000270713
15419.7 0.000785451 -0.000267579
15424.7 0.000777871 -0.000264544
15429.7 0.000770394 -0.000261606
15434.7 0.000763019 -0.000258762
15439.7 0.000755746 -0.000256009
15444.8 0.000748574 -0.000253346
15449.8 0.000741502 -0.000250769
15454.8 0.00073453 -0.000248277
15459.8 0.000727656 -0.000245866
15464.8 0.00072088 -0.000243536
15469.9 0.000714202 -0.000241282
15474.9 0.000707621 -0.000239104
15479.9 0.000701136 -0.000236998
15484.9 0.000694746 -0.000234964
15490 0.000688451 -0.000232998
15495 0.00068225 -0.000231099
15500 0.000676143 -0.000229264
15505 0.000670129 -0.000227493
15510 0.000664207 -0.000225782
15515.1 0.000658376 -0.00022413
15520.1 0.000652637 -0.000222535
15525.1 0.000646988 -0.000220995
15530.1 0.000641429 -0.000219508
15535.2 0.000635959 -0.000218072
15540.2 0.000630579 -0.000216687
15545.2 0.000625286 -0.000215349
15550.2 0.000620081 -0.000214057
15555.2 0.000614962 -0.000212809
15560.3 0.000609931 -0.000211604
15565.3 0.000604985 -0.00021044
15570.3 0.000600125 -0.000209315
15575.3 0.000595349 -0.000208228
15580.3 0.000590658 -0.000207177
15585.4 0.000586051 -0.00020616
15590.4 0.000581527 -0.000205175
15595.4 0.000577085 -0.000204222
15600.4 0.000572726 -0.000203298
15605.5 0.000568449 -0.000202401
15610.5 0.000564254 -0.000201531
15615.5 0.000560138 -0.000200686
15620.5 0.000556104 -0.000199863
15625.5 0.000552149 -0.000199062
15630.6 0.000548273 -0.00019828
15635.6 0.000544477 -0.000197517
15640.6 0.000540758 -0.00019677
15645.6 0.000537118 -0.000196038
15650.6 0.000533555 -0.000195319
15655.7 0.000530069 -0.000194612
15660.7 0.00052666 -0.000193916
15665.7 0.000523326 -0.000193228
15670.7 0.000520068 -0.000192546
15675.8 0.000516885 -0.00019187
15680.8 0.000513776 -0.000191198
15685.8 0.000510742 -0.000190527
15690.8 0.000507781 -0.000189857
15695.8 0.000504892 -0.000189185
15700.9 0.000502077 -0.00018851
15705.9 0.000499333 -0.00018783
15710.9 0.000496661 -0.000187144
15715.9 0.000494059 -0.000186449
15720.9 0.000491528 -0.000185744
15726 0.000489067 -0.000185026
15731 0.000486674 -0.000184295
15736 0.00048435 -0.000183548
15741 0.000482094 -0.000182784
15746.1 0.000479905 -0.000182
15751.1 0.000477782 -0.000181194
