W E1 E2
16555.9 2.62194 0.520916
16560.9 2.62489 0.521861
16565.9 2.62792 0.522861
16570.8 2.63109 0.523917
16575.8 2.63469 0.525146
16580.7 2.63803 0.52717
16585.7 2.64104 0.529249
16590.7 2.64388 0.531382
16595.6 2.64658 0.533571
16600.6 2.64915 0.535813
16605.5 2.65161 0.53811
16610.5 2.65395 0.540462
16615.4 2.65617 0.542868
16620.4 2.65823 0.545327
16625.4 2.6601 0.547841
16630.3 2.66152 0.550385
16635.3 2.66296 0.552191
16640.2 2.66467 0.554051
16645.2 2.66646 0.555965
16650.1 2.66828 0.557932
16655.1 2.67011 0.559953
16660.1 2.67193 0.562027
16665 2.67373 0.564155
16670 2.6755 0.566336
16674.9 2.67723 0.56857
16679.9 2.6789 0.570857
16684.8 2.68044 0.573196
16689.8 2.68187 0.575305
16694.8 2.68346 0.577415
16699.7 2.6851 0.579578
16704.7 2.68676 0.581793
16709.6 2.68843 0.584059
16714.6 2.69011 0.586377
16719.5 2.69179 0.588746
16724.5 2.69349 0.591166
16729.5 2.69521 0.593636
16734.4 2.69698 0.596156
16739.4 2.69888 0.598726
16744.3 2.70107 0.601773
16749.3 2.7028 0.605164
16754.2 2.70431 0.608602
16759.2 2.70565 0.612089
16764.2 2.70685 0.615623
16769.1 2.70791 0.619204
16774.1 2.70884 0.62283
16779 2.70962 0.626502
16784 2.71025 0.630218
16789 2.71069 0.633978
16793.9 2.71087 0.637781
16798.9 2.71047 0.641384
16803.8 2.71036 0.644338
16808.8 2.71045 0.647332
16813.7 2.71061 0.650365
16818.7 2.7108 0.653436
16823.7 2.711 0.656544
16828.6 2.7112 0.659687
16833.6 2.7114 0.662864
16838.5 2.7116 0.666074
16843.5 2.71182 0.669315
16848.4 2.71209 0.672586
16853.4 2.71254 0.675885
16858.4 2.71313 0.679896
16863.3 2.7132 0.684052
16868.3 2.71302 0.68823
16873.2 2.71266 0.692429
16878.2 2.71211 0.696648
16883.1 2.7114 0.700883
16888.1 2.71052 0.705133
16893.1 2.70946 0.709395
16898 2.70822 0.713667
16903 2.70676 0.717948
16907.9 2.70501 0.722233
16912.9 2.70269 0.726212
16917.8 2.70065 0.729655
16922.8 2.69873 0.733096
16927.8 2.69681 0.736531
16932.7 2.69488 0.739958
16937.7 2.69291 0.743373
16942.6 2.69088 0.746774
16947.6 2.6888 0.750158
16952.5 2.68665 0.75352
16957.5 2.68445 0.756858
16962.5 2.68219 0.760169
16967.4 2.6799 0.76345
16972.4 2.67757 0.76681
16977.3 2.67509 0.770161
16982.3 2.6725 0.773471
16987.3 2.66981 0.776736
16992.2 2.66703 0.779953
16997.2 2.66417 0.783118
17002.1 2.66122 0.786227
17007.1 2.65821 0.789277
17012 2.65513 0.792264
17017 2.652 0.795185
17022 2.64885 0.798035
17026.9 2.64586 0.800887
17031.9 2.64264 0.804057
17036.8 2.63917 0.807145
17041.8 2.63552 0.810149
17046.7 2.63174 0.813066
17051.7 2.62782 0.815891
17056.7 2.62378 0.818621
17061.6 2.61961 0.821254
17066.6 2.61533 0.823786
17071.5 2.61093 0.826213
17076.5 2.6064 0.828534
17081.4 2.60171 0.830745
17086.4 2.59674 0.832667
17091.4 2.5919 0.834249
17096.3 2.58711 0.835712
17101.3 2.58232 0.837057
17106.2 2.57752 0.83828
17111.2 2.57272 0.839379
17116.1 2.56791 0.840353
17121.1 2.5631 0.8412
17126.1 2.55829 0.841919
17131 2.5535 0.842509
17136 2.54874 0.842968
17140.9 2.54406 0.843296
17145.9 2.53951 0.843685
17150.8 2.5348 0.844052
17155.8 2.53003 0.844286
17160.8 2.52524 0.844388
17165.7 2.52045 0.844358
17170.7 2.51566 0.844196
17175.6 2.5109 0.843904
17180.6 2.50617 0.843481
17185.6 2.50148 0.842928
17190.5 2.49686 0.842248
17195.5 2.49235 0.841442
17200.4 2.48805 0.84051
17205.4 2.48401 0.839958
17210.3 2.47961 0.839449
17215.3 2.4751 0.838821
17220.3 2.47053 0.838076
17225.2 2.46593 0.837217
17230.2 2.46131 0.836245
17235.1 2.45667 0.835163
17240.1 2.45201 0.833975
17245 2.44733 0.832683
17250 2.44262 0.831291
17255 2.43786 0.8298
17259.9 2.43292 0.828215
17264.9 2.42778 0.825955
17269.8 2.42313 0.823451
17274.8 2.41868 0.820862
17279.7 2.41438 0.818192
17284.7 2.41023 0.815444
17289.7 2.4062 0.812622
17294.6 2.40229 0.80973
17299.6 2.39851 0.80677
17304.5 2.39484 0.803746
17309.5 2.3913 0.800663
17314.4 2.38789 0.797523
17319.4 2.38462 0.79433
17324.4 2.38153 0.79121
17329.3 2.37844 0.788087
17334.3 2.37542 0.784922
17339.2 2.37248 0.781717
17344.2 2.36962 0.778476
17349.2 2.36686 0.775202
17354.1 2.36418 0.771899
17359.1 2.36159 0.768569
17364 2.35909 0.765216
17369 2.35667 0.761843
17373.9 2.35435 0.758453
17378.9 2.35212 0.755048
17383.9 2.34997 0.751635
17388.8 2.34791 0.748216
17393.8 2.34593 0.744791
17398.7 2.34403 0.741362
17403.7 2.34221 0.737931
17408.6 2.34047 0.734502
17413.6 2.33881 0.731076
17418.6 2.33721 0.727655
17423.5 2.33569 0.724242
17428.5 2.33424 0.720839
17433.4 2.33284 0.717448
17438.4 2.33147 0.71407
17443.3 2.33007 0.710622
17448.3 2.32885 0.70706
17453.3 2.32776 0.703516
17458.2 2.32679 0.699993
17463.2 2.32591 0.696491
17468.1 2.32513 0.693012
17473.1 2.32444 0.689557
17478 2.32384 0.686128
17483 2.32334 0.682726
17488 2.32294 0.679351
17492.9 2.32265 0.676005
17497.9 2.3225 0.672689
17502.8 2.32264 0.669447
17507.8 2.32274 0.666666
17512.7 2.3227 0.663917
17517.7 2.32264 0.661201
17522.7 2.32256 0.658518
17527.6 2.32248 0.65587
17532.6 2.3224 0.653256
17537.5 2.32231 0.650677
17542.5 2.32222 0.648133
17547.5 2.32211 0.645626
17552.4 2.32197 0.643155
17557.4 2.32176 0.640721
17562.3 2.32139 0.638323
17567.3 2.32075 0.635438
17572.2 2.32058 0.63237
17577.2 2.3206 0.62934
17582.2 2.32076 0.626347
17587.1 2.32103 0.623392
17592.1 2.32142 0.620474
17597 2.3219 0.617594
17602 2.32249 0.614752
17606.9 2.32319 0.611947
17611.9 2.32401 0.60918
17616.9 2.32499 0.60645
17621.8 2.32619 0.603757
17626.8 2.32801 0.601347
17631.7 2.32945 0.599793
17636.7 2.33059 0.598275
17641.6 2.33158 0.596794
17646.6 2.33247 0.595349
17651.6 2.33327 0.59394
17656.5 2.334 0.592568
17661.5 2.33466 0.591231
17666.4 2.33524 0.589929
17671.4 2.33574 0.588663
17676.3 2.33614 0.587431
17681.3 2.3364 0.586234
17686.3 2.33639 0.585071
17691.2 2.33597 0.583298
17696.2 2.33609 0.581238
17701.1 2.33641 0.579211
17706.1 2.33685 0.577216
17711 2.3374 0.575254
17716 2.33802 0.573324
17721 2.33871 0.571426
17725.9 2.33948 0.56956
17730.9 2.34031 0.567724
17735.8 2.34122 0.565919
17740.8 2.34222 0.564145
17745.8 2.34334 0.5624
17750.7 2.34477 0.560695
17755.7 2.34618 0.559648
17760.6 2.34733 0.55863
17765.6 2.34839 0.557641
17770.5 2.34938 0.556679
17775.5 2.35032 0.555745
17780.5 2.35122 0.554838
17785.4 2.3521 0.553958
17790.4 2.35294 0.553104
17795.3 2.35375 0.552276
17800.3 2.35454 0.551474
17805.2 2.3553 0.550697
17810.2 2.35604 0.549944
17815.2 2.35675 0.549218
17820.1 2.35744 0.54852
17825.1 2.3581 0.547845
17830 2.35872 0.547194
17835 2.35932 0.546565
17839.9 2.35988 0.545959
17844.9 2.36041 0.545375
17849.9 2.36089 0.544813
17854.8 2.36133 0.544272
17859.8 2.3617 0.543752
17864.7 2.362 0.543252
17869.7 2.36219 0.542773
17874.6 2.36219 0.542313
17879.6 2.36171 0.541475
17884.6 2.36169 0.540149
17889.5 2.36192 0.538842
17894.5 2.36228 0.537553
17899.4 2.36275 0.536282
17904.4 2.36331 0.535029
17909.3 2.36396 0.533793
17914.3 2.3647 0.532573
17919.3 2.36554 0.531371
17924.2 2.36649 0.530185
17929.2 2.36757 0.529014
17934.1 2.36885 0.527859
17939.1 2.37047 0.526719
17944.1 2.37286 0.52638
17949 2.37443 0.526795
17954 2.37561 0.527225
17958.9 2.37657 0.527669
17963.9 2.37735 0.528126
17968.8 2.37797 0.528597
17973.8 2.37846 0.52908
17978.8 2.3788 0.529576
17983.7 2.37899 0.530084
17988.7 2.37903 0.530604
17993.6 2.37888 0.531136
17998.6 2.37848 0.531679
18003.5 2.37767 0.532233
18008.5 2.37593 0.531943
18013.5 2.37509 0.530797
18018.4 2.37465 0.529661
18023.4 2.37443 0.528534
18028.3 2.37439 0.527417
18033.3 2.37448 0.526309
18038.2 2.3747 0.525211
18043.2 2.37505 0.52412
18048.2 2.37551 0.523039
18053.1 2.37612 0.521965
18058.1 2.3769 0.520899
18063 2.37789 0.519841
18068 2.37926 0.51879
18072.9 2.38161 0.518431
18077.9 2.3831 0.519178
18082.9 2.38412 0.51993
18087.8 2.38486 0.520689
18092.8 2.38539 0.521454
18097.7 2.38576 0.522225
18102.7 2.38597 0.523001
18107.6 2.38603 0.523782
18112.6 2.38595 0.524568
18117.6 2.38569 0.525359
18122.5 2.38526 0.526155
18127.5 2.38459 0.526955
18132.4 2.38357 0.527758
18137.4 2.38158 0.528256
18142.4 2.3801 0.527317
18147.3 2.37918 0.526381
18152.3 2.37852 0.525448
18157.2 2.37803 0.524518
18162.2 2.3777 0.523591
18167.1 2.37748 0.522666
18172.1 2.37738 0.521744
18177.1 2.3774 0.520823
18182 2.37753 0.519904
18187 2.37781 0.518987
18191.9 2.37826 0.518071
18196.9 2.37897 0.517156
18201.8 2.38023 0.516242
18206.8 2.38188 0.516752
18211.8 2.38265 0.517468
18216.7 2.38311 0.518185
18221.7 2.38336 0.518902
18226.6 2.38344 0.519618
18231.6 2.38338 0.520335
18236.5 2.38319 0.521051
18241.5 2.38286 0.521766
18246.5 2.38239 0.522481
18251.4 2.38178 0.523194
18256.4 2.38099 0.523907
18261.3 2.37996 0.524618
18266.3 2.37856 0.525327
18271.2 2.37629 0.525277
18276.2 2.37483 0.524381
18281.2 2.37375 0.523483
18286.1 2.37289 0.522584
18291.1 2.37218 0.521681
18296 2.37159 0.520776
18301 2.37113 0.519869
18305.9 2.37078 0.518959
18310.9 2.37054 0.518045
18315.9 2.37042 0.517129
18320.8 2.37046 0.51621
18325.8 2.37068 0.515287
18330.7 2.3712 0.51436
18335.7 2.37244 0.51343
18340.7 2.37379 0.514266
18345.6 2.37426 0.515145
18350.6 2.37439 0.516019
18355.5 2.37428 0.516889
18360.5 2.37398 0.517755
18365.4 2.3735 0.518616
18370.4 2.37287 0.519473
18375.4 2.37206 0.520324
18380.3 2.37109 0.521172
18385.3 2.36992 0.522014
18390.2 2.36852 0.522851
18395.2 2.36682 0.523683
18400.1 2.36462 0.524509
18405.1 2.36117 0.524478
18410.1 2.35876 0.523034
18415 2.35694 0.521585
18420 2.35544 0.520129
18424.9 2.35417 0.518668
18429.9 2.35309 0.517202
18434.8 2.35217 0.515729
18439.8 2.3514 0.51425
18444.8 2.35079 0.512765
18449.7 2.35033 0.511274
18454.7 2.35006 0.509776
18459.6 2.35 0.508272
18464.6 2.35024 0.506762
18469.5 2.35103 0.505245
18474.5 2.35271 0.505095
18479.5 2.35324 0.505588
18484.4 2.35335 0.506074
18489.4 2.35319 0.506554
18494.3 2.35283 0.507026
18499.3 2.35229 0.507492
18504.2 2.3516 0.50795
18509.2 2.35075 0.508402
18514.2 2.34974 0.508846
18519.1 2.34857 0.509284
18524.1 2.3472 0.509714
18529 2.3456 0.510137
18534 2.34365 0.510553
18539 2.34097 0.510962
18543.9 2.33779 0.509549
18548.9 2.3357 0.507879
18553.8 2.33398 0.506203
18558.8 2.33249 0.504518
18563.7 2.33118 0.502827
18568.7 2.33001 0.501128
18573.7 2.32898 0.499421
18578.6 2.32807 0.497707
18583.6 2.32728 0.495986
18588.5 2.3266 0.494257
18593.5 2.32606 0.492521
18598.4 2.32567 0.490777
18603.4 2.32549 0.489025
18608.4 2.32578 0.487266
18613.3 2.32617 0.486534
18618.3 2.32608 0.485819
18623.2 2.32584 0.485096
18628.2 2.3255 0.484366
18633.1 2.32508 0.483628
18638.1 2.32462 0.482882
18643.1 2.3241 0.48213
18648 2.32354 0.481369
18653 2.32293 0.480601
18657.9 2.32228 0.479826
18662.9 2.32158 0.479043
18667.8 2.32082 0.478252
18672.8 2.31996 0.477455
18677.8 2.31888 0.476649
18682.7 2.31775 0.475286
18687.7 2.3169 0.4739
18692.6 2.31615 0.472505
18697.6 2.31547 0.471104
18702.5 2.31485 0.469695
18707.5 2.31428 0.46828
18712.5 2.31376 0.466857
18717.4 2.31328 0.465426
18722.4 2.31285 0.463989
18727.3 2.31247 0.462545
18732.3 2.31214 0.461093
18737.3 2.31187 0.459635
18742.2 2.3117 0.458169
18747.2 2.31169 0.456697
18752.1 2.31183 0.455632
18757.1 2.31172 0.454628
18762 2.31152 0.453616
18767 2.31128 0.452598
18772 2.31101 0.451574
18776.9 2.31071 0.450543
18781.9 2.31039 0.449505
18786.8 2.31004 0.44846
18791.8 2.30967 0.44741
18796.7 2.30928 0.446353
18801.7 2.30886 0.445289
18806.7 2.3084 0.44422
18811.6 2.30788 0.443144
18816.6 2.30724 0.442062
18821.5 2.3064 0.440658
18826.5 2.30584 0.439072
18831.4 2.30541 0.43748
18836.4 2.30505 0.435882
18841.4 2.30476 0.434279
18846.3 2.30452 0.432669
18851.3 2.30434 0.431055
18856.2 2.30422 0.429434
18861.2 2.30415 0.427808
18866.1 2.30413 0.426177
18871.1 2.30418 0.42454
18876.1 2.3043 0.422898
18881 2.30452 0.421251
18886 2.30488 0.419598
18890.9 2.30559 0.418135
18895.9 2.30606 0.417083
18900.8 2.30638 0.416025
18905.8 2.30663 0.414962
18910.8 2.30684 0.413895
18915.7 2.30701 0.412823
18920.7 2.30717 0.411746
18925.6 2.3073 0.410665
18930.6 2.30742 0.40958
18935.6 2.30753 0.40849
18940.5 2.30763 0.407395
18945.5 2.30772 0.406297
18950.4 2.3078 0.405194
18955.4 2.30786 0.404088
18960.3 2.30787 0.402977
18965.3 2.30785 0.401724
18970.3 2.30793 0.400448
18975.2 2.30805 0.39917
18980.2 2.3082 0.397887
18985.1 2.30837 0.396601
18990.1 2.30858 0.395312
18995 2.30882 0.394019
19000 2.30909 0.392722
