W T
17990.6 0.000121274
17995.7 0.000120586
18000.7 0.000119911
18005.8 0.000119265
18010.8 0.000118667
18015.9 0.000118032
18020.9 0.000117381
18026 0.00011672
18031 0.00011605
18036 0.000115372
18041.1 0.000114687
18046.1 0.000113994
18051.2 0.000113295
18056.2 0.000112587
18061.3 0.000111869
18066.3 0.000111137
18071.4 0.000110365
18076.4 0.00010958
18081.5 0.000108824
18086.5 0.000108081
18091.6 0.000107349
18096.6 0.000106624
18101.7 0.000105906
18106.7 0.000105195
18111.8 0.00010449
18116.8 0.000103792
18121.8 0.000103101
18126.9 0.000102419
18131.9 0.00010175
18137 0.000101118
18142 0.000100487
18147.1 9.9832e-05
18152.1 9.9165e-05
18157.2 9.84898e-05
18162.2 9.7808e-05
18167.3 9.71203e-05
18172.3 9.64273e-05
18177.4 9.57289e-05
18182.4 9.50252e-05
18187.5 9.43154e-05
18192.5 9.35983e-05
18197.5 9.2871e-05
18202.6 9.21166e-05
18207.6 9.13651e-05
18212.7 9.06383e-05
18217.7 8.99225e-05
18222.8 8.92146e-05
18227.8 8.8513e-05
18232.9 8.78172e-05
18237.9 8.71266e-05
18243 8.64413e-05
18248 8.57613e-05
18253.1 8.5087e-05
18258.1 8.44196e-05
18263.2 8.37612e-05
18268.2 8.31207e-05
18273.3 8.24874e-05
18278.3 8.18256e-05
18283.3 8.11538e-05
18288.4 8.04753e-05
18293.4 7.97915e-05
18298.5 7.91032e-05
18303.5 7.84106e-05
18308.6 7.77139e-05
18313.6 7.7013e-05
18318.7 7.63075e-05
18323.7 7.55965e-05
18328.8 7.48782e-05
18333.8 7.41469e-05
18338.9 7.34052e-05
18343.9 7.27029e-05
18349 7.20138e-05
18354 7.13334e-05
18359 7.066e-05
18364.1 6.99927e-05
18369.1 6.9331e-05
18374.2 6.86747e-05
18379.2 6.8024e-05
18384.3 6.73792e-05
18389.3 6.6741e-05
18394.4 6.61111e-05
18399.4 6.54933e-05
18404.5 6.48986e-05
18409.5 6.42519e-05
18414.6 6.35866e-05
18419.6 6.29112e-05
18424.7 6.22284e-05
18429.7 6.15394e-05
18434.8 6.08449e-05
18439.8 6.01452e-05
18444.8 5.94406e-05
18449.9 5.87308e-05
18454.9 5.80157e-05
18460 5.72942e-05
18465 5.65646e-05
18470.1 5.582e-05
18475.1 5.51017e-05
18480.2 5.44215e-05
18485.2 5.37514e-05
18490.3 5.30881e-05
18495.3 5.24302e-05
18500.4 5.17771e-05
18505.4 5.11282e-05
18510.5 5.04836e-05
18515.5 4.9843e-05
18520.5 4.92069e-05
18525.6 4.85757e-05
18530.6 4.79505e-05
18535.7 4.73341e-05
18540.7 4.67258e-05
18545.8 4.60513e-05
18550.8 4.5363e-05
18555.9 4.46669e-05
18560.9 4.39651e-05
18566 4.32585e-05
18571 4.25477e-05
18576.1 4.1833e-05
18581.1 4.11146e-05
18586.2 4.03925e-05
18591.2 3.96668e-05
18596.3 3.89373e-05
18601.3 3.82033e-05
18606.3 3.7463e-05
18611.4 3.67377e-05
18616.4 3.60403e-05
18621.5 3.53465e-05
18626.5 3.46548e-05
18631.6 3.39645e-05
18636.6 3.32751e-05
18641.7 3.25866e-05
18646.7 3.18987e-05
18651.8 3.12115e-05
18656.8 3.0525e-05
18661.9 2.98391e-05
18666.9 2.91539e-05
18672 2.84699e-05
18677 2.77882e-05
18682 2.70859e-05
18687.1 2.63733e-05
18692.1 2.56584e-05
18697.2 2.49418e-05
18702.2 2.42236e-05
18707.3 2.3504e-05
18712.3 2.2783e-05
18717.4 2.20609e-05
18722.4 2.13375e-05
18727.5 2.06129e-05
18732.5 1.9887e-05
18737.6 1.91598e-05
18742.6 1.8431e-05
18747.7 1.76996e-05
18752.7 1.69939e-05
18757.8 1.62917e-05
18762.8 1.55903e-05
18767.8 1.48893e-05
18772.9 1.41887e-05
18777.9 1.34883e-05
18783 1.27881e-05
18788 1.2088e-05
18793.1 1.13881e-05
18798.1 1.06884e-05
18803.2 9.98884e-06
18808.2 9.28953e-06
18813.3 8.59063e-06
18818.3 7.89294e-06
18823.4 7.16278e-06
18828.4 6.43014e-06
18833.5 5.69621e-06
18838.5 4.96121e-06
18843.5 4.22529e-06
18848.6 3.48853e-06
18853.6 2.75099e-06
18858.7 2.01272e-06
18863.7 1.27376e-06
18868.8 5.34172e-07
18873.8 -2.06028e-07
18878.9 -9.46812e-07
18883.9 -1.68818e-06
18889 -2.43034e-06
18894 -3.13067e-06
18899.1 -3.82623e-06
18904.1 -4.52107e-06
18909.2 -5.2153e-06
18914.2 -5.90898e-06
18919.3 -6.60215e-06
18924.3 -7.29481e-06
18929.3 -7.98698e-06
18934.4 -8.67867e-06
18939.4 -9.36988e-06
18944.5 -1.00606e-05
18949.5 -1.07509e-05
18954.6 -1.14407e-05
18959.6 -1.213e-05
18964.7 -1.28287e-05
18969.7 -1.353e-05
18974.8 -1.42309e-05
18979.8 -1.49313e-05
18984.9 -1.56312e-05
18989.9 -1.63306e-05
18995 -1.70294e-05
19000 -1.77275e-05
